page,x,y,word,word_index,timestamp
0,573.8,649.4,0,three,1.22937e+09
0,565.2,645.4,0,three,1.22937e+09
0,566.1,646.2,0,three,1.22937e+09
0,566.1,645.9,0,three,1.22937e+09
0,566.4,646.7,0,three,1.22937e+09
0,565,647.7,0,three,1.22937e+09
0,565,647.7,0,three,1.22937e+09
0,567.1,648.3,0,three,1.22937e+09
0,566.8,648.9,0,three,1.22937e+09
0,224.7,654.1,0,it.,1.22937e+09
0,565.2,570.9,0,graduation.,1.22938e+09
0,808.5,570.1,0,want,1.22938e+09
0,808.5,576.5,0,want,1.22938e+09
0,808.2,573.6,0,want,1.22938e+09
0,807.8,570,0,want,1.22938e+09
0,808.7,569.8,0,want,1.22938e+09
0,808.7,569.8,0,want,1.22938e+09
0,807.6,566.7,0,want,1.22938e+09
0,806.6,566.7,0,want,1.22938e+09
0,806.6,566.7,0,want,1.22938e+09
0,806.4,566.7,0,want,1.22938e+09
0,803.9,566.8,0,want,1.22938e+09
0,801.8,564.8,0,want,1.22938e+09
0,801.4,564.6,0,want,1.22938e+09
0,802.3,566.7,0,want,1.22938e+09
0,802.3,566.7,0,want,1.22938e+09
0,805.1,565.4,0,want,1.22938e+09
0,803.8,569.1,0,want,1.22938e+09
0,804,569.7,0,want,1.22938e+09
0,804,569.7,0,want,1.22938e+09
0,803.2,571.3,0,want,1.22938e+09
0,803.2,571.3,0,want,1.22938e+09
0,801,573.5,0,want,1.22938e+09
0,802.1,575.8,0,want,1.22938e+09
0,802,575.9,0,want,1.22938e+09
0,802,575.9,0,want,1.22938e+09
0,1046.3,654.3,0,about,1.22938e+09
0,1046.3,654.3,0,about,1.22938e+09
0,1046.3,654.3,0,about,1.22938e+09
0,1084.2,652.9,0,about,1.22938e+09
0,1084.1,651.7,0,about,1.22938e+09
0,1084.3,651.7,0,about,1.22938e+09
0,1085.4,652,0,about,1.22938e+09
0,1499.2,802.1,0,born.,1.22938e+09
0,1500.9,802,0,born.,1.22938e+09
0,1500.5,802.5,0,born.,1.22938e+09
0,1500.5,802.5,0,born.,1.22938e+09
0,1503.2,803.9,0,born.,1.22938e+09
0,1503.2,803.9,0,born.,1.22938e+09
0,1508.6,805.9,0,born.,1.22938e+09
0,1518.5,806.9,0,born.,1.22938e+09
0,1485.7,816.1,0,born.,1.22938e+09
1,816,418.9,0,college,1.22938e+09
1,816,418.9,0,college,1.22938e+09
1,812.2,413.7,0,college,1.22938e+09
1,816.8,411.9,0,college,1.22938e+09
1,812.7,411.9,0,college,1.22938e+09
1,820.1,408.1,0,college,1.22938e+09
1,821.2,408,0,college,1.22938e+09
1,981.8,409.3,0,graduate,1.22938e+09
1,1312.3,415.1,0,decided,1.22938e+09
1,1312.3,415.1,0,decided,1.22938e+09
1,1312.3,415.1,0,decided,1.22938e+09
1,1351.4,409.8,0,decided,1.22938e+09
1,1351.4,409.8,0,decided,1.22938e+09
1,1369.8,418.6,0,decided,1.22938e+09
1,1369.8,418.6,0,decided,1.22938e+09
1,1369.8,418.6,0,decided,1.22938e+09
1,1501.9,417.5,0,put,1.22938e+09
1,884.1,489.5,0,that,1.22938e+09
1,1057.8,499.5,0,be,1.22938e+09
1,1448.5,499.6,0,graduates,,1.22938e+09
1,1447.3,498.8,0,graduates,,1.22938e+09
1,1461.7,491.5,0,graduates,,1.22938e+09
1,1462.8,493.7,0,graduates,,1.22938e+09
1,1463,490.4,0,graduates,,1.22938e+09
1,1462.7,497.4,0,graduates,,1.22938e+09
1,1462.8,498,0,graduates,,1.22938e+09
1,487.6,570.1,0,all,1.22938e+09
1,329.7,576.8,0,everything,1.22938e+09
1,329.7,576.8,0,everything,1.22938e+09
1,991.8,572,0,birth,1.22938e+09
1,282.2,649.5,0,when,1.22939e+09
1,282.9,645.7,0,when,1.22939e+09
1,284.2,651.3,0,when,1.22939e+09
1,290.4,656.5,0,when,1.22939e+09
1,285.2,654.6,0,when,1.22939e+09
1,289.1,659.3,0,when,1.22939e+09
1,284.3,642.3,0,when,1.22939e+09
1,284.3,642.3,0,when,1.22939e+09
1,743.4,654.3,0,at,1.22939e+09
1,1524.2,657.7,0,So,1.22939e+09
1,531.8,726.2,0,on,1.22939e+09
1,275.7,732.7,0,parents,,1.22939e+09
1,275.7,732.7,0,parents,,1.22939e+09
1,268.5,731.4,0,parents,,1.22939e+09
1,266.5,723.9,0,parents,,1.22939e+09
1,207.7,739.4,0,my,1.22939e+09
1,207.7,739.4,0,my,1.22939e+09
1,206.6,739,0,my,1.22939e+09
1,206.6,739,0,my,1.22939e+09
1,206.6,739,0,my,1.22939e+09
1,615.2,738.6,0,waiting,1.22939e+09
1,615.2,738.6,0,waiting,1.22939e+09
