page,x,y,word,word_index,timestamp
0,1920,0,0,,0
0,772.3,386.3,0,,5.43116e+08
0,772.3,386.3,0,,5.43116e+08
0,772.3,386.3,0,,5.43116e+08
0,740.4,540,0,,5.43116e+08
0,727.9,455.4,0,,5.43116e+08
0,732.1,419.2,0,,5.43116e+08
0,731.9,420.2,0,,5.43116e+08
0,731.9,420.2,0,,5.43116e+08
0,735.3,409,0,,5.43116e+08
0,742.6,373.5,0,,5.43116e+08
0,739.6,383.3,0,,5.43116e+08
0,741.7,387.7,0,,5.43116e+08
0,741.6,390.7,0,,5.43116e+08
0,741.3,393.7,0,,5.43116e+08
0,741,395.9,0,,5.43116e+08
0,741.5,398.6,0,,5.43116e+08
0,741.5,398.6,0,,5.43116e+08
0,753.9,399.6,0,,5.43116e+08
0,749,393.4,0,,5.43116e+08
0,758.7,413.4,0,,5.43116e+08
0,943.6,763,0,,5.43116e+08
0,955.2,788.7,0,,5.43116e+08
0,972.4,830.9,0,,5.43116e+08
0,966.3,831.6,0,,5.43116e+08
0,964.3,833.9,0,,5.43117e+08
0,964.3,833.9,0,,5.43117e+08
0,959.3,829.2,0,,5.43117e+08
0,957.9,828,0,,5.43117e+08
0,959,826.8,0,,5.43117e+08
0,962.2,827.4,0,,5.43117e+08
0,967,831.2,0,,5.43117e+08
0,968.4,837.8,0,,5.43117e+08
0,965.2,841,0,,5.43117e+08
0,941.6,858.1,0,,5.43117e+08
0,941.6,858.1,0,,5.43117e+08
0,937.3,861.5,0,,5.43117e+08
0,925,859.5,0,,5.43117e+08
0,923.2,855.3,0,,5.43117e+08
0,919,850.1,0,,5.43117e+08
0,917.9,849.7,0,,5.43117e+08
0,915.1,849.2,0,,5.43117e+08
0,914,848.7,0,,5.43117e+08
0,914.2,848.1,0,,5.43117e+08
0,914.2,848.1,0,,5.43117e+08
0,912,847.6,0,,5.43117e+08
0,921.4,849.1,0,,5.43117e+08
0,921.4,849.1,0,,5.43117e+08
0,920.5,846.3,0,,5.43117e+08
0,915.5,845.4,0,,5.43117e+08
0,883.4,807.1,0,,5.43117e+08
0,882.2,802.9,0,,5.43117e+08
0,798.9,646.7,0,,5.43117e+08
0,798.9,646.7,0,,5.43117e+08
0,718.6,498.9,0,,5.43117e+08
0,674.3,415,0,,5.43117e+08
0,675.3,412,0,,5.43117e+08
0,675.4,414.2,0,,5.43117e+08
0,678.3,411.4,0,,5.43117e+08
0,678.9,414.5,0,,5.43117e+08
0,681.7,412.7,0,,5.43117e+08
0,681.8,412.9,0,,5.43117e+08
0,681.8,412.9,0,,5.43117e+08
0,680.4,410.8,0,,5.43117e+08
0,681.2,412.2,0,,5.43117e+08
0,678.3,422.7,0,,5.43117e+08
0,675.7,423.1,0,,5.43117e+08
0,675.1,425.4,0,,5.43117e+08
0,674.6,426.3,0,,5.43117e+08
0,673.3,426.6,0,,5.43117e+08
0,671.7,428.3,0,,5.43117e+08
0,671.7,428.3,0,,5.43117e+08
0,670,429,0,,5.43117e+08
0,668.3,430,0,,5.43117e+08
0,670.3,430.4,0,,5.43117e+08
0,672,432,0,,5.43117e+08
0,674.4,432,0,,5.43117e+08
0,677.6,432,0,,5.43117e+08
0,677.7,432.1,0,,5.43117e+08
0,678.8,431.5,0,,5.43117e+08
0,678.8,431.5,0,,5.43117e+08
0,677.9,421.2,0,,5.43117e+08
0,676.1,414.4,0,,5.43117e+08
0,676,415.2,0,,5.43117e+08
0,676.1,416.7,0,,5.43118e+08
0,670.2,417.4,0,,5.43118e+08
0,670.2,417.4,0,,5.43118e+08
0,668.8,424.4,0,,5.43118e+08
0,668.7,424.6,0,,5.43118e+08
0,668.7,424.6,0,,5.43118e+08
0,671.6,418.8,0,,5.43118e+08
0,672.6,418.9,0,,5.43118e+08
0,672.1,417.5,0,,5.43118e+08
0,668.1,415.8,0,,5.43118e+08
0,667.1,415.5,0,,5.43118e+08
0,666,415.6,0,,5.43118e+08
0,664.4,415.6,0,,5.43118e+08
0,657,412.4,0,,5.43118e+08
0,624.6,414,0,,5.43118e+08
0,608.6,414.4,0,,5.43118e+08
0,622.9,412.3,0,,5.43118e+08
0,542.5,402.8,0,,5.43118e+08
0,518.8,395.4,0,,5.43118e+08
0,517.6,398.9,0,,5.43118e+08
0,517.5,400.2,0,,5.43118e+08
0,515,398.2,0,,5.43118e+08
0,519.5,411.2,0,,5.43118e+08
0,519.5,411.2,0,,5.43118e+08
0,518.2,408.4,0,,5.43118e+08
0,518.5,410,0,,5.43118e+08
0,516.8,408.5,0,,5.43118e+08
0,517,407.8,0,,5.43118e+08
0,516,403.5,0,,5.43118e+08
0,514.8,395.2,0,,5.43118e+08
